tag,release_datetime
v1.0.3393,2026-02-11T16:56:18
v1.1.0,2026-02-19T08:55:29
6646ca65,2026-02-25T10:16:40
c0a4d89d,2026-02-25T10:35:49
1b87b9b5,2026-02-26T09:44:44
v1.2.0,2026-02-26T13:52:18
0261b4d8,2026-02-27T11:32:40
v1.2.1,2026-03-09T13:39:30
53d97301,2026-03-09T15:01:03
